label,pixel43,pixel44,pixel92,pixel124,pixel125,pixel126,pixel127,pixel128,pixel129,pixel130,pixel131,pixel132,pixel133,pixel134,pixel135,pixel136,pixel137,pixel138,pixel146,pixel147,pixel148,pixel149,pixel150,pixel151,pixel152,pixel153,pixel154,pixel155,pixel156,pixel157,pixel158,pixel159,pixel160,pixel327,pixel328,pixel329,pixel351,pixel410,pixel411,pixel412,pixel413,pixel414,pixel415,pixel416,pixel417
6,0,0,0,0,0,107,220,252,252,252,238,159,10,0,0,0,0,0,0,0,0,0,0,0,18,181,247,253,226,111,44,34,0,0,0,0,144,212,105,15,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,218,248,221,36,0,0,0,128,223,250,0,0,0,0,0,143,253,253,0
2,0,0,0,0,0,60,96,115,253,253,253,255,221,0,0,0,0,0,4,32,72,190,191,190,190,190,228,253,251,251,251,251,253,126,0,0,234,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,85,0,0,254,55,0,0,0,0,0,0
6,0,0,0,251,251,251,126,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,212,251,251,251,100,0,0,0,0,0,0,0,0,96,251,251,253,251,251,109,0,0
0,0,0,0,0,0,0,0,6,8,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,197,212,253,193,0,0,0,0,0,0,0,0,51,238,254,11,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,48,116,151,172,172,194,151,138,48,5,218,26,0,237,32,254,254,254,100,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,253,0,111,253,245,50,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,177,254,254,148,32,0,208,253,253,0,0,54,253,253,240,0,0,0
6,0,0,0,0,0,0,0,142,253,252,253,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,214,253,254,233,102,20,0,0,0,0,252,253,252,223,81,0,0,0
0,0,0,0,0,0,0,178,193,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,180,253,247,214,46,0,127,253,78,0,0,255,211,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,127,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,38,38,80,250,255,69,253,253,0,253,143,29,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,255,111,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0
4,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,237,228,12,0,0,0,0,0,0,0,0,0,222,0,73,196,254,255,231,11,0,0
5,0,0,0,55,254,254,254,254,254,151,22,0,0,0,0,0,0,0,0,0,0,0,0,44,253,253,244,241,241,241,241,92,0,174,21,0,200,21,226,253,148,0,0,0,0
0,0,0,0,80,86,255,138,80,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,253,253,253,253,253,197,126,0,0,253,253,253,253,53,253,253,253,235,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,151,255,254,128,0,0,0,0,0,0,0,253,253,18,0,193,253,253,18,0,0,0,0
6,0,0,0,254,254,193,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,225,254,220,32,0,0,0,0,0,0,0,0,0,0,250,253,144,4,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,144,253,253,255,253,253,253,253,255,128,25,33,0,0,252,253,214,31,0,0,0,0,0
4,0,0,0,2,178,204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,254,122,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,82,11,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,229,31,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,4,122,164,255,162,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,197,253,249,243,20,40,19,254,69,0,0,0,0,0,0,0
8,0,0,0,5,59,201,216,134,9,0,0,0,0,0,0,0,0,0,0,0,0,79,229,230,217,247,233,241,254,213,44,0,0,0,0,0,181,0,16,218,255,39,0,0,0
8,0,0,0,0,3,18,110,192,189,250,57,0,0,0,0,0,0,0,0,0,0,0,0,0,21,128,254,254,254,239,254,178,0,254,217,31,254,0,0,0,0,0,0,0,0
0,0,0,0,0,32,146,248,255,255,150,119,7,0,0,0,0,0,0,0,0,0,0,0,0,5,160,253,253,253,253,253,253,151,0,0,249,0,0,0,211,253,253,145,0,0
0,0,0,0,147,254,255,163,37,2,0,0,0,0,0,0,0,0,0,0,0,10,132,242,253,253,253,253,253,253,163,75,0,0,79,245,253,0,0,0,0,66,253,253,171,0
0,0,0,0,0,57,141,253,255,253,255,253,57,0,0,0,0,0,0,0,0,0,0,0,0,57,224,253,251,253,251,253,251,225,0,85,251,0,0,57,254,253,169,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,139,0,0,182,180,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,249,252,217,0,253,233,27,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,216,216,26,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,192,118,170,139,118,33,0,0,0,0,253,254,253,0,0,0,134,254,254,254,178,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,228,254,65,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0
2,0,0,0,241,244,253,247,253,253,253,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,25,111,57,111,211,250,253,210,253,253,60,0,191,53,0,0,0,0,0,0
1,0,0,0,0,0,36,192,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,254,220,27,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,102,254,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,211,250,106,0,0,0,0,142,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,93,0,253,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,116,241,254,254,155,38,0,0,0,0,0,0,0,0,0,0,0,0,6,108,242,253,253,253,253,253,207,187,253,253,0,254,254,255,255,107,0,0,0
6,0,0,0,251,220,137,164,25,0,0,0,0,0,0,0,0,0,0,0,0,0,47,211,253,251,35,0,0,0,0,0,0,0,0,0,0,0,251,235,215,216,236,251,236,61
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,68,0,254,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,187,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,182,254,0,0,0,0,0,0,61,249,178
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,246,197,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0
0,0,0,0,0,70,190,255,253,253,253,218,121,38,0,0,0,0,0,0,0,0,0,0,17,121,247,252,253,207,97,55,173,252,0,0,173,0,0,0,0,174,226,0,0,0
6,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,252,252,0,0,0,0,0,0,0,0,0,0,0,0,73,73,0,27,222,160,253,255,253,133,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,137,146,232,255,229,105,18,0,0,0,17,0,0,253,253,112,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,249,186,176,113,93,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,187,198,114,0,66,121,132,49,0,150,0,0,8,9,0,0,0,0,0,0,0
0,0,0,0,253,183,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,253,252,252,252,226,80,0,0,0,0,0,252,106,0,0,0,212,255,168,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,224,255,0,0,0,253,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,149,81,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,245,252,252,252,252,252,81,0,0,0,0,0,0,0,0,253,84,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,27,0,0,226,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,44,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,195,236,232,111,56,7,0,236,21,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,3,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,146,158,255,253,253,253,253,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,20,0,185,254,254,97,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,229,10,0,252,252,63,0,0,0,0,0
6,0,0,0,164,254,231,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,254,254,174,9,0,0,0,0,0,188,0,0,254,29,254,132,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,164,254,255,214,131,6,254,246,85,22,3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,105,248,255,254,242,254,255,193,9,0,0,29,0,0,253,50,250,234,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,250,255,155,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,38,153,255,210,188,0,0,4,253,81,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,73,0,0,0,0,0,46,180,10,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,194,255,253,253,189,0,0,0,0,94,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,92,0,0,110,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,158,2,0,0,0,0,0,0,0,0,0
1,0,0,0,0,43,194,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,253,95,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0
6,0,0,0,0,23,120,232,254,254,253,240,254,182,32,0,0,0,0,0,0,0,0,0,0,42,224,254,254,234,148,79,49,170,0,0,0,0,0,12,33,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,251,251,253,251,215,0,0,0,0
1,0,0,0,0,0,0,0,0,7,188,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,254,99,0,0,0,0,247,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,202,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,153,1,0,93,0,0,0,0,0,0,0,0
0,0,0,0,31,169,255,254,181,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,224,253,180,199,253,209,10,0,0,253,139,0,0,44,254,139,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,152,255,254,138,58,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,52,238,254,254,223,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,237,254,254,254,238,27,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,43,0,231,0,0,0,0,0,0,0,0
6,0,0,0,253,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,253,253,224,0,0,0,0,0,0,0,253,253,253,255,0,0,113,253,253,37,0,0
2,0,0,0,215,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,120,245,243,198,181,62,0,0,0,0,126,254,140,0,0,126,200,29,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,233,220,52,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57,255,253,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,253,251,225,56,0,251,253,83,0,254,253,254,253,0,0,0,0
8,0,0,0,0,6,128,250,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,181,253,254,159,0,0,0,0,10,0,0,185,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17,66,138,255,232,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,120,228,252,252,253,0,0,0,0,0,0,13,212,253,245,21,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,253,0,0,0,241,252,168,0,0,0
0,0,0,0,0,0,0,7,17,17,208,253,195,0,0,0,0,0,0,0,0,0,0,0,0,0,35,107,163,253,253,253,253,220,253,253,106,0,42,253,253,106,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,235,0,253,254,224,233,85,3,0,0
1,0,0,0,0,0,0,0,0,101,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,194,0,0,0,0,0,244,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,130,0,0,0,155,250,151,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,172,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0
3,0,0,0,228,166,83,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,236,254,254,154,0,0,0,0,0,0,0,0,62,7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,10,0,254,25,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,164,254,254,254,254,164,41,0,0,0,253,247,161,0,253,97,0,0,0,0,0,0
8,0,0,0,29,211,255,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,151,253,253,253,223,55,36,36,15,0,253,253,206,253,216,253,253,70,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,23,191,252,252,24,23,23,15,0,0,0,250,90,0,250,12,0,0,0,0,0,0,0
1,0,0,0,0,0,128,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,255,255,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,255,255,0,255,226,29,0,0,0,0,0
2,0,0,0,0,17,116,249,253,253,253,178,13,0,0,0,0,0,0,0,0,0,0,0,0,66,229,253,253,224,228,253,253,92,41,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,0,0,243,254,76,0,0,0,0,0
5,0,0,0,0,0,0,0,0,45,121,93,254,162,45,0,0,0,0,0,0,91,108,108,108,108,108,178,242,241,246,253,247,253,6,0,0,254,134,230,254,255,94,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,22,7,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,76,113,192,159,222,38,0,0,0,0,0,0,0,0,0,67,85,85,147,225,225,243,252,253,25,0,0,225,225,0,0,0,0,0,0,0
5,0,0,0,0,0,0,2,46,173,255,255,151,1,0,0,0,0,0,0,0,0,0,0,0,9,43,136,171,253,253,253,253,201,0,0,0,253,130,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,212,0,0,252,155,0,0,0,0,0,0
6,0,0,0,192,254,254,254,254,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,232,254,254,254,254,8,0,0,0,0,0,0,0,89,150,204,254,254,254,157,0
8,0,0,0,40,77,160,161,160,160,160,195,89,0,0,0,0,0,0,0,0,0,0,59,163,242,254,254,254,254,254,254,254,140,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,43,0,245,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,16,0,253,3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,179,242,141,53,29,29,10,0,0,0,252,100,0,252,13,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,212,223,0,0,254,248,74,17,229,23,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,122,0,0,0,0,0,0,0
6,0,0,0,66,254,254,254,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,127,239,254,251,153,50,0,0,0,0,0,0,0,25,254,225,84,2,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,164,194,255,255,88,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,47,194,174,254,254,209,89,28,0,0,0,0,0,0,0,0,0,0,0,0,4,183,253,253,253,253,253,253,232,108,16,224,248,0,2,166,253,78,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,209,254,255,138,58,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,4,139,253,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,252,252,106,0,0,0,0,252,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,108,178,254,253,253,253,214,28,0,0,0,0,0,0,0,0,0,0,0,15,181,253,253,254,253,253,253,253,66,0,199,0,0,0,253,66,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,245,0,253,148,22,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,43,247,211,13,0,0,245,59,0,0,178,253,92,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,106,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,253,252,0,252,252,223,40,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,19,70,7,0,34,0,0,0,252,0,159,252,183,0,0,0,0
2,0,0,0,177,168,151,111,107,99,0,0,0,0,0,0,0,0,0,0,0,104,204,254,254,254,254,254,254,254,235,185,66,0,254,26,0,0,242,66,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,106,175,150,175,175,235,254,210,11,0,0,0,0,0,254,66,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,255,0,0,0,0,255,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,132,232,253,215,253,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,224,253,228,186,253,195,0,156,135,0,4,199,166,6,0,0,0,0
6,0,0,0,48,253,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,217,17,0,0,0,0,0,0,0,0,0,0,226,250,65,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,60,0,253,253,219,153,44,0,0,0
4,0,0,0,0,92,255,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,216,186,2,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,47,130,150,193,249,255,203,5,0,0,253,65,239,253,104,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,38,78,146,146,146,158,255,121,0,0,0,6,0,0,0,0,0,0,0,0
6,0,0,0,0,0,9,199,253,165,144,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,166,253,168,17,0,0,0,63,0,0,5,47,253,160,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,238,254,254,254,254,157,125,38,0,0,0,0,0,0,0,0,253,234,27,0,0,0,0,0,0
4,0,0,0,0,0,0,2,117,253,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,244,252,180,0,0,0,0,0,89,60,0,0,0,0,0,0,0
6,0,0,0,0,0,0,67,246,253,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,252,178,9,0,0,0,0,0,0,216,253,253,114,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,243,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,199,222,196,114,7,0,0,253,98,0,0,253,253,107,10,0,0,0,0
0,0,0,0,0,0,2,7,140,254,212,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31,165,253,253,253,253,253,207,0,0,21,0,24,136,253,253,135,3,0,0
8,0,0,0,0,0,0,0,28,127,209,216,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,103,232,253,253,253,245,116,254,68,0,45,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,102,120,0,89,0,0,0,170,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,139,170,0,0,0,0,0,42,253,253,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,192,165,254,254,255,254,254,151,0,0,0,0,0,203,0,0,0,0,0,0,0,0
2,0,0,0,0,60,105,158,211,255,254,167,83,0,0,0,0,0,0,0,0,0,0,7,110,192,252,254,254,238,225,233,254,253,241,244,50,0,117,5,0,0,0,0,0,0
6,0,0,0,0,0,0,0,31,158,254,254,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,221,254,254,254,75,0,0,0,0,254,254,254,254,221,69,0,0
